link,aside-content
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%B7%D0%B3%D1%80%D0%B0%D0%BD%D0%B8%D1%87%D0%BD%D1%8B%D0%B9_%D0%97%D0%B0%D0%BF%D0%B0%D1%81_%D0%9E%D1%80%D1%83%D0%B6%D0%B8%D1%8F_%D0%9D%D0%B8%D0%BD%D0%B4%D0%B7%D1%8F,"Информация Предыдущий эпизод Тайна Странствующих Торговцев Эпизод Наруто #189 Следующий эпизод Бьякуган Увидел Слабое Место! Арка Миссия по Сопровождению Торговцев Музыка Опенинг "" Re:member "" Эндинг "" Yellow Moon "" Трансляции Японская 14 июля 2006 Английская 16 августа 2008 Техники Баллистическое Водяное Колесо Искусство Магнита Ниндзя: Бесконечные Метеоры Искусство Магнита Ниндзя "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%B7%D0%B4%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA_%D0%B2_%D0%94%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D0%B8:_%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B5_%D0%9D%D0%B8%D0%BA%D0%B0%D0%BA%D0%BE%D0%B3%D0%BE_%D0%9E%D1%82%D0%BB%D1%8B%D0%BD%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F!,"Информация Предыдущий эпизод Деревня в Опасности! Новая Миссия Ранга-А! Эпизод Наруто #70 Следующий эпизод Несравненное Сражение: Величественная Битва Хокаге! Арка Разрушение Конохи Манга Наруто Глава 118 Наруто Глава 119 Музыка Опенинг "" Kanashimi wo Yasashisa ni "" Эндинг "" ALIVE "" Трансляции Японская 11 февраля 2004 Английская 20 января 2007 Приспособления Клинки Чакры "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%B7%D0%B6%D0%B0%D0%BB%D0%BE%D1%81%D1%82%D0%BD%D0%B0%D1%8F_%D0%92%D0%BE%D0%B9%D0%BD%D0%B0_%D0%98%D0%B3%D1%80%D0%BE%D0%B2%D1%8B%D1%85_%D0%9A%D0%B0%D1%80%D1%82!!,"Информация Предыдущий эпизод Определяющие Характеристики Командира Эпизод Боруто #114 Следующий эпизод Команда 25 Арка Паровые Свитки Ниндзя Музыка Опенинг "" Golden Time "" Эндинг "" Mikansei na Hikaritachi "" Трансляции Японская 7 июля 2019 "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D1%8B%D0%B9_%D0%94%D0%BE%D0%BC_%D0%9C%D0%B8%D0%BD%D0%B0%D1%82%D0%BE,
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%B7%D1%83%D0%BC%D0%B8%D0%B5,"Информация по главе Том Правильная Работа для Идиотов и Ублюдков (#15) Предыдущая глава "" Место, Где Тебе Рады "" Глава Боруто #61 Следующая глава "" Случайная Встреча "" Арка Коди "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%B7%D1%8B%D0%BC%D1%8F%D0%BD%D0%BD%D1%8B%D0%B9,"Информация по главе Том Путь к Саске!! (#32) Предыдущая глава "" Наруто и Саске и Сакура "" Глава Наруто #287 Следующая глава "" Непонятые Чувства "" Арка Разведывательная Миссия на Мосту Тенчи Аниме Наруто: Шиппууден Эпизод 37 Техники Стихия Дерева: Превращение Стихия Дерева: Техника Четырёхколонного Дома "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BA%D0%BA%D0%BE,"Появление Манга Наруто Том 1 , Глава 1 Аниме Наруто Эпизод 1 Новелла Новелла Видеоигра Naruto: Rise of a Ninja Появления в Аниме, Манга, Новелла, Игра Информация Пол Мужской Возраст Часть I: 41 Принадлежность Деревня Скрытого Листа Ранги ниндзя Ранг Часть I: Чуунин "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F_%D0%90%D1%82%D0%B0%D0%BA%D0%B0_%D0%9C%D0%B0%D1%80%D0%B8%D0%BE%D0%BD%D0%B5%D1%82%D0%BA%D0%B8,"Появления Игра Naruto: Shinobi Collection Shippū Ranbu Появления в Игра Информация Классификация Улучшенный Геном , Тайдзюцу Класс Нападение Дальность Короткие и средние дистанции (0-10 м) Пользователи Хамура Ооцуцуки "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F_%D0%94%D1%8B%D0%BC%D0%BA%D0%B0_%D0%9D%D0%B5%D0%B1%D0%B5%D1%81%D0%BD%D0%BE%D0%B3%D0%BE_%D0%A2%D0%B0%D0%BD%D1%86%D0%B0,"Появления Игра Naruto: Ultimate Ninja 3 Появления в Игра Информация Классификация Улучшенный Геном , Хиден , Тайдзюцу Класс Нападение Дальность Короткие расстояния (0-5 м) Родственные техники Основное Мягкий Кулак Пользователи Хината Хьюга "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F_%D0%97%D0%BC%D0%B5%D1%8F,"Появления Игра Naruto Shippūden: Ultimate Ninja Heroes 3 Появления в Игра Информация Классификация Ниндзюцу , Киндзюцу Класс Нападение Дальность Короткие дистанции (0-5 м) Родственные техники Основное Реинкарнация Живого Трупа Пользователи Орочимару "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F_%D0%A1%D0%B5%D0%BA%D1%80%D0%B5%D1%82%D0%BD%D0%B0%D1%8F_%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0:_%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F_%D0%94%D0%B5%D1%81%D1%8F%D1%82%D0%B8_%D0%9A%D1%83%D0%BA%D0%BE%D0%BB_%D0%A7%D0%B8%D0%BA%D0%B0%D0%BC%D0%B0%D1%86%D1%83,"Появления Манга Наруто Том 31 , Глава 272 Аниме Наруто: Шиппууден Эпизод 26 Игра Naruto Shippūden: Ultimate Ninja 5 Появления в Аниме, Манга, Игра Информация Классификация Ниндзюцу Ранг Ранг-S Класс Нападение, Защита, Поддержка Дальность Все дистанции Родственные техники Основное Техника Марионетки Производное Всасывающее Измельчение Трёх Драгоценностей Запечатывающая Техника: Заключительный Львиный Рык Пользователи Монзаэмон Чикамацу Чиё "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F_%D0%A1%D0%B5%D0%BA%D1%80%D0%B5%D1%82%D0%BD%D0%B0%D1%8F_%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0:_%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F_%D0%94%D0%B5%D1%81%D1%8F%D1%82%D0%B8_%D0%9C%D0%B0%D1%80%D0%B8%D0%BE%D0%BD%D0%B5%D1%82%D0%BE%D0%BA_%D0%A7%D0%B8%D0%BA%D0%B0%D0%BC%D0%B0%D1%86%D1%83,"Появления Манга Наруто Том 31 , Глава 272 Аниме Наруто: Шиппууден Эпизод 26 Игра Naruto Shippūden: Ultimate Ninja 5 Появления в Аниме, Манга, Игра Информация Классификация Ниндзюцу Ранг Ранг-S Класс Нападение, Защита, Поддержка Дальность Все дистанции Родственные техники Основное Техника Марионетки Производное Всасывающее Измельчение Трёх Драгоценностей Запечатывающая Техника: Заключительный Львиный Рык Пользователи Монзаэмон Чикамацу Чиё "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F_%D0%A1%D0%B5%D0%BA%D1%80%D0%B5%D1%82%D0%BD%D0%B0%D1%8F_%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0:_%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F_%D0%98%D0%BB%D0%BB%D1%8E%D0%B7%D0%B8%D0%B9,Появления Аниме Наруто: Шиппууден Эпизод 319 Появления в Аниме Информация Классификация Ниндзюцу Класс Нападение Дальность Все дистанции Родственные техники Основное Кукольная Манипуляция: Высший Уровень Владения Человеческим Телом Пользователи Чиё 
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9:_%D0%90%D1%81%D1%81%D0%B8%D0%BC%D0%B8%D0%BB%D1%8F%D1%86%D0%B8%D1%8F:_%D0%AF%D0%B4%D0%BE%D0%B2%D0%B8%D1%82%D1%8B%D0%B9_%D0%A2%D1%83%D0%BC%D0%B0%D0%BD,"Появления Аниме Наруто: Шиппууден Эпизод 320 Игра Naruto Mobile Появления в Аниме, Игра Информация Классификация Ниндзюцу Класс Нападение Дальность Все дистанции Родственные техники Основное Техника Ассимиляции Всего Созданного Пользователи Армия Белых Зецу Белый Зецу (Только в игре) "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9_%D0%97%D0%B5%D1%86%D1%83,"Появление Манга Наруто Том 26 , Глава 234 Аниме Наруто Эпизод 134 Новелла Наруто Джинрайден: День, Когда Взвыл Волк Фильм Наруто Фильм: Путь Ниндзя Видеоигра Naruto Shippūden: Ultimate Ninja 4 OVA Анимационные ролики Naruto Shippūden: UNSG Появления в Аниме, Манга, Игра, Новелла, Фильм Озвучивают Японский Нобуо Тобита Английский Трэвис Уиллингем Брайан Бикок ( Эпизод 135 ) Информация Вид Мутировавший человек Пол Мужской Статус Мёртв Рост Часть II: 177 см Группа крови B Улучшенный Геном Стихия Дерева Классификация Сенсор Профессия Шпион Акацуки Принадлежность Акацуки Команда Армия Белых Зецу Партнёры Чёрный Зецу Обито Учиха Ранги ниндзя Ранг Ранг-S Элемент Стихия Дерева Стихия Земли Стихия Воды Стихия Огня Стихия Ветра Стихия Молнии Стихия Инь Стихия Ян Техники Техника Передачи Чакры Муравьиный Лев Паразитное Клонирование Регенеративная Способность Техника Споры Техника Замены Снаряжение Самехада "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9_%D0%97%D0%BC%D0%B5%D0%B9-%D0%9C%D1%83%D0%B4%D1%80%D0%B5%D1%86,"Появление Манга Наруто Том 61 , Глава 579 Аниме Наруто: Шиппууден Эпизод 334 Появления в Аниме, Манга Информация Вид Змея Дата рождения [[Файл:.svg|18px]] 6 апреля Пол Женский Классификация Мудрец Принадлежность Пещера Рьючи Элемент Стихия Инь (Только в аниме) Техники Режим Мудреца "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BD%D0%B3%D0%B0,Появление Аниме Боруто Эпизод 141 Появления в Аниме Озвучивают Японский Даи Мацумото Информация Пол Мужской Статус Мёртв Профессия Надзиратель замка Хозуки Принадлежность Деревня Скрытой Травы Элемент Стихия Огня Техники Стихия Огня: Пламенный Выстрел Стихия Огня: Небесная Тюрьма Техника Призыва ( Нинкен Замка Хозуки ) 
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BD%D0%B8%D1%85%D0%B8%D1%81%D0%B0%D0%B3%D0%BE,"Появления Манга Наруто Том 56 , Глава 525 Аниме Наруто: Шиппууден Эпизод 267 Игра Naruto Shippūden: Ultimate Ninja Storm 3 Появления в Аниме, Манга, Игра Пользователи Даруи Гинкаку Хагоромо Ооцуцуки Тентен "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D0%BD%D1%82%D0%B5%D0%BD,Появление Аниме Наруто: Шиппууден Эпизод 144 Появления в Аниме Озвучивают Японский Тикара Осака Английский Майкл Юрчак Информация Пол Мужской Команда Группа Магаки Элемент Стихия Молнии Техники Вечное Заточение Комбинированное Превращение Множественное Вечное Заточение Непостоянство Сущего Телеграфная Вспышка Техника Передачи Чакры Техника Разрушения Барьера Техника Теневой Верёвки Ураганный Раскат Грома 
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D0%B5%D0%B4%D0%B0_%D1%81_%D0%94%D0%B5%D0%B2%D1%8F%D1%82%D0%B8%D1%85%D0%B2%D0%BE%D1%81%D1%82%D1%8B%D0%BC!!,"Информация по главе Том Момент Воссоединения...!! (#34) Предыдущая глава "" Сила Саске!! "" Глава Наруто #309 Следующая глава "" Название "" Арка Разведывательная Миссия на Мосту Тенчи Аниме Наруто: Шиппууден Эпизод 52 Наруто: Шиппууден Эпизод 53 Техники Стихия Дерева: Техника Великого Леса "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D0%B5%D0%B4%D0%B0_%D1%81_%D0%A7%D0%B5%D1%82%D0%B2%D1%91%D1%80%D1%82%D1%8B%D0%BC!!,"Информация по главе Том Печать Уничтожена!! (#47) Предыдущая глава "" Чибаку Тенсей "" Глава Наруто #440 Следующая глава "" Расенсюрикен Против Шинры Тенсей!! "" Арка Нападение Пейна Аниме Наруто: Шиппууден Эпизод 168 "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D0%BA%D0%BE%D0%BD%D0%B5%D1%87%D0%BD%D0%BE%D0%B5_%D0%9C%D0%B3%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B8%D0%B5,"Информация Предыдущий эпизод Приглашение на Банкет Эпизод Наруто: Шиппууден #135 Следующий эпизод Свет и Тьма Мангекьё Шарингана Арка Битва Братьев, Предначертанная Судьбой Манга Наруто Глава 383 Наруто Глава 384 Наруто Глава 385 Музыка Опенинг "" Sign "" Эндинг "" Omae Dattanda "" Трансляции Японская 19 ноября 2009 Появления Техники Раннее Жертвоприношение "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D0%BA%D0%BE%D0%BD%D0%B5%D1%87%D0%BD%D0%BE%D0%B5_%D0%A6%D1%83%D0%BA%D1%83%D1%91%D0%BC%D0%B8,"Появления Манга Наруто Том 70 , Глава 676 Аниме Наруто: Шиппууден Эпизод 425 Фильм Наруто Фильм: Путь Ниндзя Игра Naruto Shippūden: Ultimate Ninja Storm 4 Появления в Аниме, Манга, Фильм, Игра Информация Классификация Кеккей Мора , Доудзюцу , Гендзюцу Элемент Стихия Инь Класс Поддержка Дальность Все дистанции Ручные печати Коза Родственные техники Производное Божество: Рождение Мира Деревьев Пользователи Кагуя Ооцуцуки Мадара Учиха Обито Учиха "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D0%BA%D0%BE%D0%BD%D0%B5%D1%87%D0%BD%D0%BE%D0%B5_%D0%A6%D1%83%D0%BA%D1%83%D1%91%D0%BC%D0%B8_(%D1%8D%D0%BF%D0%B8%D0%B7%D0%BE%D0%B4),"Информация Предыдущий эпизод Бесконечный Сон Эпизод Наруто: Шиппууден #426 Следующий эпизод В Мире Снов Арка Рождение Джинчуурики Десятихвостого Манга Наруто Глава 677 Музыка Опенинг "" Kaze "" Эндинг "" Niji no Sora "" Трансляции Японская 27 августа 2015 Появления Техники Божество: Рождение Мира Деревьев "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D0%BA%D0%BE%D0%BD%D0%B5%D1%87%D0%BD%D1%8B%D0%B9_%D0%94%D0%B8%D0%BA%D0%B8%D0%B9_%D0%A2%D0%B0%D0%BD%D0%B5%D1%86,"Появления Игра Naruto: Ultimate Ninja 2 Появления в Игра Информация Классификация Тайдзюцу , Киндзюцу Класс Атака Дальность Короткие дистанции Родственные техники Основное Восемь Врат Пользователи Рок Ли "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D0%BA%D0%BE%D0%BD%D0%B5%D1%87%D0%BD%D1%8B%D0%B9_%D0%A1%D0%BE%D0%BD_(%D1%8D%D0%BF%D0%B8%D0%B7%D0%BE%D0%B4),"Информация Предыдущий эпизод Восставшие Эпизод Наруто: Шиппууден #425 Следующий эпизод Бесконечное Цукуёми Арка Рождение Джинчуурики Десятихвостого Манга Наруто Глава 675 Наруто Глава 676 Музыка Опенинг "" Kaze "" Эндинг "" Niji no Sora "" Трансляции Японская 20 августа 2015 Появления Техники Бесконечное Цукуёми Запретная Индивидуальная Проклятая Метка Расенсюрикен Шара Хвостатого Зверя "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D0%BF%D0%BE%D0%B4%D0%BE%D0%B1%D0%BD%D0%B0%D1%8F_%D0%9F%D1%83%D0%BB%D1%8F_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B3%D0%BE_%D0%9F%D0%BB%D0%B0%D0%BC%D0%B5%D0%BD%D0%B8,"Появления Игра Naruto: Ultimate Ninja 3 Появления в Игра Информация Классификация Тайдзюцу , Ниндзюцу Элемент Стихия Огня Класс Нападение Дальность Короткие дистанции (0-5 м) Пользователи Саске Учиха "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D0%BF%D0%BE%D0%B4%D0%BE%D0%B1%D0%BD%D0%B0%D1%8F_%D0%A4%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D1%8F_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B3%D0%BE_%D0%92%D0%B5%D1%82%D1%80%D0%B0,"Появления Игра Naruto: Ultimate Ninja 3 Появления в Игра Информация Классификация Ниндзюцу Класс Нападение, Защита Дальность Короткие дистанции (0-5 м) Родственные техники Основное Чидори Проклятая Печать Небес Пользователи Саске Учиха "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D0%BF%D0%BE%D0%BA%D0%BE%D0%B9%D1%81%D1%82%D0%B2%D0%BE,"Информация по главе Том Выбор Джирайи!! (#41) Предыдущая глава "" Относительно Пейна "" Глава Наруто #370 Следующая глава "" Старые Друзья...!! "" Арка История о Джирайе Доблестном Аниме Наруто: Шиппууден Эпизод 130 Персонажи Геротора Мадара Учиха "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D0%BF%D0%BE%D1%80%D1%8F%D0%B4%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_%D0%A2%D0%B0%D0%BD%D0%B5%D1%86_%D0%92%D0%B5%D0%B5%D1%80%D0%B0,"Появления Игра Naruto: Ultimate Ninja 2 Появления в Игра Информация Классификация Тайдзюцу , Букидзюцу Класс Нападение, Защита Дальность Короткие дистанции (0-5 м) Пользователи Темари "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D0%BF%D1%8B%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D0%9E%D1%88%D0%B5%D0%BB%D0%BE%D0%BC%D0%BB%D1%8F%D1%8E%D1%89%D0%B8%D0%B9_%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2,"Появления Манга Наруто Том 55 , Глава 524 Аниме Наруто: Шиппууден Эпизод 266 Игра Naruto Shippūden: Ultimate Ninja Storm 3 Появления в Аниме, Манга, Игра Информация Классификация Ниндзюцу Элемент Стихия Воды Ранг Ранг-B Класс Поддержка Пользователи Муу "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D1%81%D1%82%D1%80%D0%B0%D1%88%D0%BD%D1%8B%D0%B9_%D0%A3%D1%87%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_%D0%B8_%D0%A3%D1%87%D0%B5%D0%BD%D0%B8%D0%BA:_%D0%A2%D1%80%D0%B5%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0,"Информация Предыдущий эпизод Эх, Лекарство Юности Эпизод Наруто: Шиппууден #187 Следующий эпизод Рассказ о Бесстрашном Учителе-Ниндзя и Ученике Арка Ранняя Арка: Местоположение — Лист Музыка Опенинг "" Diver "" Эндинг "" U Can Do It! "" Трансляции Японская 25 ноября 2010 Английская 4 мая 2013 Появления Персонажи Раковинный Король Кандачи Сукуне Таниши Йоне Техники Раковинный Хлыст Поцелуй Гендзюцу Приспособления Перцовые Бомбы Чили "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D1%87%D1%83%D0%B2%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9...,"Информация по главе Том Плоды Тренировок...!! (#38) Предыдущая глава "" Король...!! "" Глава Наруто #343 Следующая глава "" Змея и... "" Арка Миссия Преследования Итачи Аниме Наруто: Шиппууден Эпизод 90 Наруто: Шиппууден Эпизод 92 Наруто: Шиппууден Эпизод 113 Техники Острое Копьё Чидори "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D1%88%D1%83%D0%BC%D0%BD%D0%BE%D0%B5_%D0%A3%D0%B1%D0%B8%D0%B9%D1%81%D1%82%D0%B2%D0%BE,"Появления Манга Наруто Том 2 , Глава 12 Аниме Наруто Эпизод 7 Игра Naruto: Path of the Ninja Новелла Записи о Школьной Экскурсии с Кровавым Ветром! Появления в Аниме, Манга, Новелла, Игра Информация Классификация Общий навык , Боевой Стиль Класс Нападение, Поддержка Пользователи Амеюри Ринго Джинин Акебино Джинпачи Мунаши Забуза Момочи Какаши Хатаке Кушимару Куриараре Мангецу Хозуки Фугуки Суйкадзан Хаку Мизуки (Только в аниме) Чукичи (Только в аниме) Кисаме Хошигаки (Только в игре) "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B5%D1%81%D1%88%D1%83%D0%BC%D0%BD%D1%8B%D0%B9_%D0%9A%D1%83%D0%BB%D0%B0%D0%BA,"Появления Аниме Наруто: Шиппууден Эпизод 401 Появления в Аниме Информация Классификация Тайдзюцу , Боевой Стиль Класс Нападение Дальность Короткие дистанции (0-5 м) Пользователи Шира "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B8,"Появление Манга Наруто Том 44 , Глава 408 Аниме Наруто: Шиппууден Эпизод 142 Новелла Наруто: Последний Фильм Фильм Наруто Фильм: Кровавая Тюрьма Видеоигра Naruto Shippūden: Ultimate Ninja Storm 2 OVA Анимационные ролики Naruto Shippūden: UNSG Появления в Аниме, Манга, Новелла, Фильм, Игра Озвучивают Японский Хисао Эгава Марико Хигашиучи (Ребёнок) Информация Дата рождения 15 мая Пол Мужской Возраст Часть II: 36 Рост Часть II: 192 см Вес Часть II: 89 кг Группа крови B Хвостатый демон Гьюки ( Формы ) Классификация Джинчуурики Профессия Защитник Скрытого Облака Принадлежность Деревня Скрытого Облака Союзные Силы Шиноби Команда Комбо Эй-Би Совет Облака Партнёры Эй Ранги ниндзя Рег. № CL3288 Семья Эй (Названный Отец) Эй (Названный Брат) Блу Би (Названный Кузен) Элемент Стихия Молнии Стихия Воды Стихия Огня Стихия Ян Техники Акробат Непрерывные Шары Хвостатого Зверя Нарушенное Тайдзюцу Удар Головой Техника Чернильного Клона Стихия Молнии: Двойной Аркан Стихия Молнии: Аркан Сотворение Чернил Техника Клона Ноги Осьминога Запечатывающая Техника: Удерживание Осьминога Шар Хвостатого Зверя Руки Чакры Хвостатого Зверя Восемь Сжатий Хвостатого Зверя Полный Заряд Хвостатого Зверя Аркан Хвостатого Зверя Снаряжение Самехада Супервибрирующие Мечи Стихии Молнии "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0_%D0%9A%D0%BE%D0%BD%D0%BE%D1%85%D0%B8,Информация Расположение Деревня Скрытого Листа 
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B8%D0%B2%D0%B0%D0%BA%D0%BE_%D0%A1%D0%B0%D1%80%D1%83%D1%82%D0%BE%D0%B1%D0%B8,"Появление Манга Наруто Том 53 , Глава 500 Аниме Наруто: Шиппууден Эпизод 247 Видеоигра Naruto Shippūden: Ultimate Ninja Storm 3 Появления в Манга, Аниме, Игра Озвучивают Японский Икуко Ватанабе Английский Мона Маршалл Информация Пол Женский Статус Мертва Классификация Ниндзя-медик Принадлежность Деревня Скрытого Листа Клан Клан Сарутоби Ранги ниндзя Ранг Часть II: Джоунин Семья Хирузен Сарутоби (Муж) Асума Сарутоби (Сын) Конохамару Сарутоби (Внук) Мираи Сарутоби (Внучка) "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B8%D0%B4%D0%B6%D1%83,
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B8%D0%B4%D0%B6%D1%83_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%91%D0%B5%D0%B7%D1%85%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%B3%D0%BE_%D0%91%D0%B8%D0%B4%D0%B6%D1%83,"Информация Предыдущий эпизод Чувства Сакуры Эпизод Наруто: Шиппууден #207 Следующий эпизод Как Друг Арка Собрание Пяти Каге Манга Наруто Глава 471 Наруто Глава 472 Наруто Глава 473 Музыка Опенинг "" Lovers "" Эндинг "" FREEDOM "" Трансляции Японская 14 апреля 2011 Английская 21 сентября 2013 Появления Техники Барьерный Талисман: Бронированный Глаз Сотворение Чернил Стихия Молнии: Двойной Аркан Техника Проклятой Печати Передачи Сознания Марионетке Клон-Паразит Техника Замены Техника Акульего Танца Водяной Тюрьмы Стихия Воды: Великая Взрывная Волна Воды "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B8%D0%B4%D0%B6%D1%83%D1%83,
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B8%D0%BA%D0%BE%D1%87%D1%83,
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B8%D1%81%D1%83%D0%BA%D0%B5,"Появление Манга Наруто Том 4 , Глава 29 Аниме Наруто Эпизод 17 Новелла Какаши Хиден: Молния в Ледяном Небе Фильм Наруто Фильм: Путь Ниндзя Видеоигра Naruto: Ultimate Ninja Появления в Аниме, Манга, Новелла, Игра, Фильм Информация Вид Нинкен Пол Мужской Классификация Призыв Принадлежность Деревня Скрытого Листа Партнёры Какаши Хатаке Техники Искусство Ниндзя Нинкена: Танец Облака Пыли (Только в аниме) Круговое Построение (Только в аниме) Построение Крыла Журавля (Только в аниме) Построение Собачьей Стены (Только в аниме) "
"https://naruto.fandom.com/ru/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%91%D1%80%D0%B0%D1%82%D1%8C%D0%B5%D0%B2,_%D0%9F%D1%80%D0%B5%D0%B4%D0%BD%D0%B0%D1%87%D0%B5%D1%80%D1%82%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F_%D0%A1%D1%83%D0%B4%D1%8C%D0%B1%D0%BE%D0%B9",
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%96%D0%B8%D0%B7%D0%BD%D0%B8_%D0%B8_%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D0%B8!!,"Информация по главе Том Битва Жизни и Смерти!! (#8) Предыдущая глава "" Сообщение Хокаге...!! "" Глава Наруто #065 Следующая глава "" Советы Сакуры "" Арка Экзамены на Чуунина Аниме Наруто Эпизод 37 Персонажи Баки Хаяте Гекко Учитель Кабуто "
https://naruto.fandom.com/ru/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%96%D0%B8%D0%B7%D0%BD%D0%B8_%D0%B8_%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D0%B8!!_(%D0%A2%D0%BE%D0%BC),Информация о томе Предыдущий том Путь Которому Необходимо Следовать...!! Том 8 Следующий том Неджи и Хината Дата выхода На японском 3 Августа 2001 ( ISBN 4-08-873147-6 ) На английском 6 Декабря 2006 ( ISBN 978-1-4215-0124-6 ) На русском 3 Марта 2010 ( ISBN 978-5-699-40572-5 ) Персонажи Ами Баки Ияши Касуми Сузуме Учитель Кабуто Фуки Хаяте Гекко Дзюцу Львиное Комбо Техника Паразитирующих Уничтожающих Насекомых Метод Запечатывания Зла Техника Марионетки Техника Чакры Ловушки Волос Снаряжение Карасу 
